timestamp,Laser/Radar,NIS,px,py,vx,vy,yaw,yawd,px_act,py_act,vx_act,vy_act,yaw_act,yawd_act
1477010452050000,R,2.72661,6.25561,19.8594,-4.41116,-2.26475,3.61591,0.447082,6.32834,19.9183,-4.42598,-2.26625,3.61482,0.414838
1477010452100000,L,1.29891,5.99666,19.7674,-4.42349,-2.31564,3.62385,0.43084,6.10823,19.8027,-4.38241,-2.35993,3.63556,0.410268
1477010452150000,R,2.17612,5.77638,19.6207,-4.34522,-2.50049,3.66377,0.461668,5.89034,19.6824,-4.33744,-2.45178,3.65608,0.405632
1477010452200000,L,0.892041,5.58364,19.5012,-4.26137,-2.59108,3.6879,0.463603,5.67472,19.5577,-4.29114,-2.5418,3.67636,0.400933
1477010452250000,R,1.68437,5.38358,19.3514,-4.17049,-2.73089,3.72134,0.477538,5.46145,19.4284,-4.24359,-2.62995,3.6964,0.39617
1477010452300000,L,1.89729,5.16421,19.2516,-4.14631,-2.76411,3.72958,0.461152,5.25059,19.2948,-4.19488,-2.71622,3.71621,0.391345
1477010452350000,R,4.47408,4.96634,19.1392,-4.09912,-2.78308,3.73805,0.437072,5.04219,19.157,-4.1451,-2.80059,3.73578,0.386458
1477010452400000,L,0.575832,4.79146,18.9888,-3.9926,-2.89256,3.76856,0.447052,4.8363,19.015,-4.09432,-2.88305,3.7551,0.381509
1477010452450000,R,1.50644,4.58666,18.8389,-3.9272,-3.00522,3.79477,0.456804,4.63297,18.8689,-4.04263,-2.96359,3.77418,0.376501
1477010452500000,L,1.05738,4.40145,18.7073,-3.85822,-3.06385,3.81273,0.452221,4.43224,18.7188,-3.99012,-3.0422,3.793,0.371433
1477010452550000,R,1.3931,4.21293,18.5652,-3.80485,-3.09982,3.82523,0.432818,4.23416,18.5648,-3.93685,-3.11888,3.81158,0.366307
1477010452600000,L,2.23125,4.07409,18.4082,-3.66499,-3.19308,3.85829,0.446637,4.03876,18.4071,-3.88293,-3.19362,3.82989,0.361122
1477010452650000,R,7.09386,3.89511,18.2364,-3.55393,-3.35625,3.89839,0.484866,3.84606,18.2457,-3.82841,-3.26644,3.84795,0.355881
1477010452700000,L,2.58003,3.65488,18.0963,-3.5899,-3.38197,3.89718,0.455845,3.65611,18.0807,-3.77339,-3.33732,3.86574,0.350583
1477010452750000,R,3.35746,3.48476,17.9444,-3.52953,-3.40166,3.90854,0.434143,3.46891,17.9122,-3.71795,-3.40627,3.88327,0.34523
1477010452800000,L,1.20586,3.26823,17.7784,-3.5238,-3.4569,3.91741,0.419034,3.28449,17.7402,-3.66215,-3.47331,3.90053,0.339823
1477010452850000,R,2.4894,3.09385,17.5955,-3.42559,-3.5816,3.94925,0.441955,3.10287,17.565,-3.60609,-3.53844,3.91752,0.334362
1477010452900000,L,6.05372,2.90903,17.4772,-3.41299,-3.56051,3.94814,0.41762,2.92405,17.3866,-3.54982,-3.60167,3.93424,0.328848
1477010452950000,R,3.35676,2.76933,17.2619,-3.23878,-3.74229,3.99899,0.46525,2.74805,17.2051,-3.49344,-3.66302,3.95068,0.323282
1477010453000000,L,0.10671,2.5956,17.0779,-3.17729,-3.80635,4.01682,0.459078,2.57486,17.0205,-3.437,-3.72251,3.96685,0.317665
1477010453050000,R,1.92988,2.4285,16.9094,-3.14721,-3.79774,4.02039,0.425368,2.4045,16.833,-3.38059,-3.78014,3.98273,0.311998
1477010453100000,L,0.502764,2.26267,16.7369,-3.09614,-3.83454,4.03313,0.416209,2.23695,16.6427,-3.32428,-3.83595,3.99833,0.306282
1477010453150000,R,5.07475,2.09083,16.5414,-3.06348,-3.8662,4.04232,0.394399,2.07221,16.4497,-3.26812,-3.88995,4.01365,0.300517
1477010453200000,L,2.3321,1.93892,16.3125,-2.96504,-3.9728,4.07124,0.403674,1.91027,16.254,-3.21219,-3.94216,4.02867,0.294705
1477010453250000,R,1.13159,1.77937,16.135,-2.94044,-3.96756,4.0746,0.376751,1.75112,16.0557,-3.15656,-3.99261,4.04341,0.288846
1477010453300000,L,1.88354,1.57931,15.967,-2.98124,-3.96137,4.06724,0.347488,1.59474,15.8549,-3.10129,-4.04132,4.05785,0.282942
1477010453350000,R,2.00067,1.4556,15.7378,-2.82556,-4.09944,4.10891,0.385527,1.44111,15.6517,-3.04644,-4.08832,4.07199,0.276993
1477010453400000,L,1.03773,1.28691,15.5224,-2.79275,-4.15675,4.1208,0.376644,1.29021,15.4463,-2.99207,-4.13364,4.08584,0.271
1477010453450000,R,0.988792,1.13294,15.3289,-2.76045,-4.17302,4.12797,0.360823,1.14201,15.2386,-2.93825,-4.1773,4.09939,0.264964
1477010453500000,L,3.06049,0.930055,15.115,-2.80398,-4.20598,4.12439,0.335725,0.996486,15.0288,-2.88503,-4.21933,4.11264,0.258887
1477010453550000,R,2.33987,0.78174,14.9316,-2.79019,-4.18082,4.12389,0.3077,0.853604,14.8169,-2.83246,-4.25977,4.12559,0.252769
1477010453600000,L,0.290509,0.669215,14.7153,-2.67553,-4.23995,4.14947,0.319149,0.71333,14.603,-2.78061,-4.29864,4.13823,0.246611
1477010453650000,R,1.74396,0.560458,14.4759,-2.52659,-4.3516,4.18635,0.350809,0.575628,14.3872,-2.72952,-4.33598,4.15056,0.240414
1477010453700000,L,1.2395,0.389922,14.2569,-2.53598,-4.38329,4.18789,0.332521,0.440459,14.1696,-2.67925,-4.37181,4.16258,0.234179
1477010453750000,R,3.58875,0.278454,14.0085,-2.37993,-4.5135,4.22715,0.372455,0.307779,13.9502,-2.62984,-4.40617,4.17429,0.227907
1477010453800000,L,3.14465,0.244712,13.7576,-2.12035,-4.6031,4.28073,0.411709,0.177545,13.7292,-2.58135,-4.43909,4.18568,0.221599
1477010453850000,R,1.27218,0.147088,13.5165,-1.98617,-4.68438,4.31137,0.430489,0.0497099,13.5065,-2.53381,-4.47061,4.19676,0.215255
1477010453900000,L,1.86866,-0.0155938,13.2903,-2.0217,-4.70506,4.30656,0.400134,-0.0757753,13.2823,-2.48728,-4.50075,4.20752,0.208879
1477010453950000,R,0.8702,-0.132206,13.0699,-1.98947,-4.70264,4.31217,0.378044,-0.198962,13.0566,-2.44179,-4.52955,4.21797,0.202468
1477010454000000,L,2.86519,-0.155772,12.8385,-1.75364,-4.74636,4.35848,0.410327,-0.319903,12.8295,-2.39739,-4.55704,4.22809,0.196027
1477010454050000,R,3.61183,-0.275196,12.6118,-1.75699,-4.7336,4.35698,0.376401,-0.438654,12.6011,-2.35412,-4.58326,4.23789,0.189554
1477010454100000,L,0.435264,-0.393139,12.3765,-1.73535,-4.75817,4.36267,0.361017,-0.555273,12.3714,-2.31202,-4.60823,4.24737,0.183051
1477010454150000,R,3.88024,-0.518489,12.166,-1.76485,-4.72956,4.35524,0.32644,-0.669818,12.1404,-2.27111,-4.63198,4.25652,0.176519
1477010454200000,L,0.482971,-0.601389,11.9431,-1.68707,-4.74243,4.37061,0.325832,-0.78235,11.9083,-2.23144,-4.65456,4.26535,0.169959
1477010454250000,R,2.92809,-0.726499,11.7155,-1.71618,-4.73523,4.36469,0.296006,-0.892931,11.6751,-2.19304,-4.67598,4.27385,0.163373
1477010454300000,L,4.46701,-0.911304,11.4765,-1.85651,-4.73603,4.3388,0.248542,-1.00163,11.4409,-2.15594,-4.69628,4.28201,0.156761
1477010454350000,R,3.17303,-1.01971,11.2486,-1.87388,-4.70599,4.33344,0.21641,-1.1085,11.2057,-2.12017,-4.71549,4.28985,0.150124
1477010454400000,L,2.54472,-1.19102,11.023,-1.99052,-4.68905,4.31094,0.178447,-1.21362,10.9695,-2.08575,-4.73364,4.29736,0.143463
1477010454450000,R,1.14208,-1.27028,10.7788,-1.87733,-4.74979,4.33599,0.205493,-1.31706,10.7324,-2.05273,-4.75075,4.30453,0.136779
1477010454500000,L,1.17544,-1.39696,10.5275,-1.89401,-4.77475,4.33475,0.192307,-1.41889,10.4945,-2.02111,-4.76686,4.31137,0.130074
1477010454550000,R,1.57981,-1.47934,10.2684,-1.79297,-4.84028,4.35763,0.214533,-1.51917,10.2559,-1.99093,-4.78198,4.31787,0.123349
1477010454600000,L,1.79075,-1.58431,10.0549,-1.78606,-4.82282,4.35771,0.20306,-1.61797,10.0165,-1.96221,-4.79615,4.32404,0.116604
1477010454650000,R,0.453438,-1.67498,9.82352,-1.75711,-4.81923,4.36276,0.194017,-1.71539,9.77637,-1.93498,-4.80939,4.32987,0.10984
1477010454700000,L,0.692113,-1.75598,9.59936,-1.70456,-4.81817,4.37235,0.194139,-1.81147,9.53564,-1.90924,-4.82172,4.33536,0.10306
1477010454750000,R,2.66414,-1.85969,9.35138,-1.67513,-4.85571,4.38019,0.198484,-1.90631,9.29431,-1.88502,-4.83316,4.34052,0.0962627
1477010454800000,L,4.41148,-1.93809,9.06381,-1.6027,-4.92264,4.39763,0.206269,-1.99998,9.05243,-1.86233,-4.84374,4.34533,0.0894504
1477010454850000,R,1.68058,-2.02768,8.83777,-1.60456,-4.89646,4.39572,0.185756,-2.09256,8.81003,-1.8412,-4.85347,4.3498,0.0826241
1477010454900000,L,0.269082,-2.1239,8.58648,-1.59284,-4.91525,4.39901,0.178887,-2.18412,8.56717,-1.82164,-4.86238,4.35393,0.0757847
1477010454950000,R,3.12922,-2.24609,8.33671,-1.64256,-4.92338,4.39038,0.158072,-2.27474,8.32388,-1.80365,-4.87047,4.35772,0.0689333
1477010455000000,L,0.551022,-2.30109,8.09829,-1.55117,-4.93207,4.40768,0.168769,-2.3645,8.0802,-1.78726,-4.87778,4.36117,0.062071
1477010455050000,R,5.34641,-2.37192,7.87991,-1.51747,-4.90657,4.41245,0.161664,-2.45348,7.83617,-1.77248,-4.8843,4.36427,0.0551989
1477010455100000,L,0.803244,-2.48208,7.63065,-1.55015,-4.91769,4.40703,0.146451,-2.54177,7.59184,-1.75931,-4.89006,4.36703,0.0483182
1477010455150000,R,6.05432,-2.64229,7.39841,-1.74279,-4.86156,4.36818,0.0794566,-2.62944,7.34723,-1.74777,-4.89507,4.36945,0.0414297
1477010455200000,L,0.489459,-2.74465,7.14331,-1.75328,-4.8783,4.36736,0.0740085,-2.71658,7.10238,-1.73786,-4.89933,4.37152,0.0345348
1477010455250000,R,1.46767,-2.81063,6.90639,-1.67277,-4.89439,4.38306,0.0934588,-2.80326,6.85734,-1.72958,-4.90286,4.37325,0.0276344
1477010455300000,L,2.40547,-2.86216,6.68942,-1.59302,-4.87601,4.39661,0.103241,-2.88957,6.61214,-1.72295,-4.90566,4.37463,0.0207296
1477010455350000,R,4.36489,-2.93611,6.46068,-1.61269,-4.83616,4.39052,0.0752337,-2.97559,6.36681,-1.71797,-4.90774,4.37567,0.0138215
1477010455400000,L,0.465064,-2.99296,6.22047,-1.54855,-4.8433,4.40293,0.0846036,-3.0614,6.12139,-1.71464,-4.90911,4.37636,0.00691132
1477010455450000,R,3.19663,-3.10714,5.97652,-1.59714,-4.85026,4.39428,0.0721208,-3.14709,5.87592,-1.71297,-4.90976,4.3767,-1.76894e-16
1477010455500000,L,1.58639,-3.18498,5.70651,-1.5703,-4.88717,4.4015,0.0759429,-3.23274,5.63043,-1.71295,-4.9097,4.3767,-0.00691132
1477010455550000,R,2.37962,-3.2938,5.4604,-1.66281,-4.86318,4.38293,0.0364768,-3.31843,5.38496,-1.71458,-4.90893,4.37636,-0.0138215
1477010455600000,L,0.587963,-3.38657,5.20201,-1.67019,-4.88241,4.38278,0.0343857,-3.40424,5.13955,-1.71787,-4.90745,4.37567,-0.0207296
1477010455650000,R,0.186536,-3.45594,4.95531,-1.61565,-4.89949,4.39386,0.0499214,-3.49026,4.89422,-1.72281,-4.90525,4.37463,-0.0276344
1477010455700000,L,2.28264,-3.56344,4.68478,-1.65002,-4.9307,4.38946,0.0429043,-3.57657,4.64902,-1.72939,-4.90233,4.37325,-0.0345348
1477010455750000,R,2.42746,-3.6721,4.43418,-1.7446,-4.90852,4.37089,0.00435287,-3.66325,4.40398,-1.73763,-4.89868,4.37152,-0.0414297
1477010455800000,L,2.98367,-3.79842,4.17037,-1.81397,-4.92621,4.35957,-0.00713998,-3.75039,4.15913,-1.74749,-4.8943,4.36945,-0.0483182
1477010455850000,R,1.0473,-3.88233,3.9283,-1.77547,-4.93501,4.36704,0.00963976,-3.83806,3.91452,-1.75899,-4.88918,4.36703,-0.0551989
1477010455900000,L,0.500397,-3.95763,3.69066,-1.75077,-4.92595,4.3709,0.0127174,-3.92635,3.67019,-1.77212,-4.8833,4.36427,-0.062071
1477010455950000,R,4.13489,-4.06424,3.47812,-1.83359,-4.86431,4.35191,-0.021619,-4.01533,3.42616,-1.78686,-4.87666,4.36117,-0.0689333
1477010456000000,L,0.00986884,-4.15511,3.23288,-1.83674,-4.86513,4.3514,-0.0209951,-4.10509,3.18248,-1.8032,-4.86925,4.35772,-0.0757847
1477010456050000,R,0.921995,-4.26968,2.98185,-1.9162,-4.85502,4.33647,-0.046174,-4.19571,2.93919,-1.82113,-4.86104,4.35393,-0.0826241
1477010456100000,L,1.41921,-4.35669,2.71228,-1.90467,-4.88601,4.34069,-0.0387632,-4.28727,2.69633,-1.84065,-4.85202,4.3498,-0.0894504
1477010456150000,R,0.168573,-4.44499,2.46228,-1.88822,-4.89545,4.34426,-0.0292725,-4.37985,2.45393,-1.86173,-4.84218,4.34533,-0.0962627
1477010456200000,L,0.823962,-4.54716,2.2017,-1.90292,-4.9136,4.3429,-0.0281961,-4.47352,2.21205,-1.88436,-4.83149,4.34052,-0.10306
1477010456250000,R,4.12467,-4.65863,1.96779,-2.01877,-4.86297,4.31891,-0.0761446,-4.56836,1.97072,-1.90853,-4.81994,4.33536,-0.10984
1477010456300000,L,1.88294,-4.7705,1.70118,-2.04612,-4.88731,4.3159,-0.0736347,-4.66444,1.72998,-1.93422,-4.80751,4.32987,-0.116604
1477010456350000,R,0.838238,-4.89454,1.45444,-2.14024,-4.86503,4.29795,-0.100744,-4.76186,1.48989,-1.9614,-4.79417,4.32404,-0.123349
1477010456400000,L,4.53849,-4.95668,1.21247,-2.09222,-4.85697,4.30564,-0.0892588,-4.86066,1.25049,-1.99007,-4.7799,4.31787,-0.130074
1477010456450000,R,0.936812,-5.05555,0.987843,-2.09918,-4.82678,4.30216,-0.0857449,-4.96095,1.01182,-2.02019,-4.76468,4.31137,-0.136779
1477010456500000,L,3.8633,-5.11914,0.748264,-2.05479,-4.81892,4.30933,-0.075319,-5.06277,0.77393,-2.05174,-4.74848,4.30453,-0.143463
1477010456550000,R,5.33455,-5.21006,0.464395,-2.05572,-4.8684,4.31284,-0.0723535,-5.16621,0.536876,-2.08471,-4.73127,4.29736,-0.150124
1477010456600000,L,1.43811,-5.28623,0.219963,-2.02997,-4.86513,4.3171,-0.0647232,-5.27133,0.300706,-2.11906,-4.71303,4.28985,-0.156761
1477010456650000,R,5.95154,-5.39655,-0.0171361,-2.0187,-4.86189,4.31884,-0.0462958,-5.3782,0.0654719,-2.15477,-4.69374,4.28201,-0.163373
1477010456700000,L,1.58973,-5.46917,-0.260362,-1.98451,-4.86044,4.32475,-0.0381458,-5.4869,-0.168772,-2.1918,-4.67335,4.27385,-0.169959
1477010456750000,R,4.0738,-5.59127,-0.455816,-2.06877,-4.77949,4.30389,-0.064567,-5.59748,-0.401971,-2.23014,-4.65185,4.26535,-0.176519
1477010456800000,L,3.12686,-5.72971,-0.649702,-2.16446,-4.69908,4.28074,-0.088419,-5.71001,-0.634069,-2.26974,-4.62919,4.25652,-0.183051
1477010456850000,R,5.44178,-5.84378,-0.876656,-2.25764,-4.65985,4.26123,-0.123108,-5.82456,-0.865006,-2.31058,-4.60536,4.24737,-0.189554
1477010456900000,L,1.14123,-5.93815,-1.13719,-2.23968,-4.69351,4.26716,-0.108342,-5.94118,-1.09472,-2.35262,-4.58032,4.23789,-0.196027
1477010456950000,R,2.63265,-6.02599,-1.39907,-2.21144,-4.729,4.27497,-0.0932743,-6.05993,-1.32316,-2.39581,-4.55404,4.22809,-0.202468
1477010457000000,L,1.21064,-6.16464,-1.60952,-2.29448,-4.67194,4.25587,-0.110552,-6.18087,-1.55025,-2.44014,-4.52648,4.21797,-0.208879
1477010457050000,R,4.37667,-6.30693,-1.83964,-2.44754,-4.62564,4.22571,-0.160958,-6.30406,-1.77593,-2.48555,-4.49762,4.20752,-0.215255
1477010457100000,L,0.440643,-6.41194,-2.08513,-2.44569,-4.63543,4.2269,-0.14989,-6.42954,-2.00014,-2.532,-4.46742,4.19676,-0.221599
1477010457150000,R,3.12011,-6.5638,-2.29171,-2.53901,-4.56842,4.20512,-0.165997,-6.55738,-2.22281,-2.57946,-4.43585,4.18568,-0.227907
1477010457200000,L,0.54603,-6.71262,-2.5022,-2.62212,-4.51121,4.18587,-0.179211,-6.68761,-2.44386,-2.62788,-4.40288,4.17429,-0.234179
1477010457250000,R,1.22768,-6.86829,-2.71486,-2.72095,-4.45477,4.16407,-0.19758,-6.82029,-2.66323,-2.6772,-4.36847,4.16258,-0.240414
1477010457300000,L,2.36853,-6.96044,-2.97615,-2.66576,-4.51105,4.17866,-0.167824,-6.95546,-2.88084,-2.7274,-4.3326,4.15056,-0.246611
1477010457350000,R,0.201869,-7.09002,-3.20099,-2.68122,-4.49347,4.1744,-0.159241,-7.09316,-3.09663,-2.7784,-4.29523,4.13823,-0.252769
1477010457400000,L,1.41509,-7.21519,-3.4019,-2.7158,-4.43942,4.16338,-0.163914,-7.23344,-3.3105,-2.83017,-4.25632,4.12559,-0.258887
1477010457450000,R,4.43102,-7.36099,-3.64377,-2.75313,-4.44591,4.15793,-0.159479,-7.37632,-3.5224,-2.88265,-4.21586,4.11264,-0.264964
1477010457500000,L,5.09564,-7.52058,-3.79619,-2.86751,-4.30234,4.1245,-0.191681,-7.52184,-3.73223,-2.93579,-4.1738,4.09939,-0.271
1477010457550000,R,0.492235,-7.66487,-4.00576,-2.9206,-4.2656,4.11201,-0.197497,-7.67004,-3.93992,-2.98953,-4.13012,4.08584,-0.276993
1477010457600000,L,0.430048,-7.81953,-4.22898,-2.96902,-4.24978,4.10258,-0.196545,-7.82094,-4.14538,-3.04381,-4.08479,4.07199,-0.282942
1477010457650000,R,0.365485,-7.97039,-4.44615,-3.007,-4.229,4.09429,-0.193876,-7.97457,-4.34854,-3.09857,-4.03778,4.05785,-0.288846
1477010457700000,L,1.1866,-8.1316,-4.67756,-3.05188,-4.22772,4.08713,-0.190182,-8.13095,-4.5493,-3.15376,-3.98906,4.04341,-0.294705
1477010457750000,R,2.59433,-8.27202,-4.88645,-3.02797,-4.2086,4.08871,-0.167346,-8.2901,-4.74759,-3.2093,-3.93862,4.02867,-0.300517
1477010457800000,L,0.277853,-8.40597,-5.10462,-3.02695,-4.20713,4.08871,-0.157382,-8.45204,-4.94331,-3.26514,-3.88641,4.01365,-0.306282
1477010457850000,R,4.41761,-8.55271,-5.2831,-3.03564,-4.13987,4.07968,-0.151608,-8.61678,-5.13637,-3.32121,-3.83242,3.99833,-0.311998
1477010457900000,L,1.63296,-8.74476,-5.47894,-3.14008,-4.07678,4.05606,-0.170522,-8.78433,-5.32669,-3.37745,-3.77663,3.98273,-0.317665
1477010457950000,R,0.453523,-8.90299,-5.67894,-3.16443,-4.04566,4.04861,-0.166507,-8.95469,-5.51417,-3.43377,-3.71901,3.96685,-0.323282
1477010458000000,L,0.254418,-9.06246,-5.86609,-3.20746,-3.99581,4.036,-0.171823,-9.12788,-5.69872,-3.49012,-3.65955,3.95068,-0.328848
1477010458050000,R,7.13897,-9.20139,-6.03549,-3.19052,-3.93559,4.03117,-0.161522,-9.30388,-5.88026,-3.54643,-3.59823,3.93424,-0.334362
1477010458100000,L,6.05035,-9.3847,-6.14754,-3.30619,-3.7599,3.99111,-0.200508,-9.4827,-6.05868,-3.60261,-3.53503,3.91752,-0.339823
1477010458150000,R,0.899854,-9.55793,-6.33277,-3.34779,-3.7188,3.97944,-0.200782,-9.66432,-6.23389,-3.6586,-3.46994,3.90053,-0.34523
1477010458200000,L,0.385844,-9.70182,-6.53557,-3.33605,-3.73016,3.98271,-0.184991,-9.84874,-6.4058,-3.71431,-3.40295,3.88327,-0.350583
1477010458250000,R,6.63737,-9.92035,-6.69512,-3.48242,-3.62156,3.94657,-0.219577,-10.0359,-6.57431,-3.76969,-3.33404,3.86574,-0.355881
1477010458300000,L,0.607477,-10.1254,-6.85434,-3.58078,-3.52683,3.9194,-0.238706,-10.2259,-6.73933,-3.82463,-3.26321,3.84795,-0.361122
1477010458350000,R,1.1202,-10.3086,-7.01766,-3.64068,-3.46217,3.90187,-0.246583,-10.4186,-6.90075,-3.87907,-3.19046,3.82989,-0.366307
1477010458400000,L,3.15888,-10.5375,-7.1885,-3.75616,-3.3806,3.87442,-0.263799,-10.614,-7.05849,-3.93293,-3.11577,3.81158,-0.371433
1477010458450000,R,2.05972,-10.7417,-7.33258,-3.84028,-3.27841,3.84823,-0.280004,-10.8121,-7.21245,-3.98613,-3.03916,3.793,-0.376501
1477010458500000,L,3.29015,-10.9862,-7.48589,-3.96926,-3.16703,3.81504,-0.301906,-11.0128,-7.36252,-4.03859,-2.96062,3.77418,-0.381509
1477010458550000,R,1.38382,-11.1757,-7.62985,-3.99954,-3.08905,3.79925,-0.302484,-11.2161,-7.50862,-4.09021,-2.88015,3.7551,-0.386458
1477010458600000,L,3.4628,-11.3293,-7.78384,-3.97438,-3.06723,3.79887,-0.286074,-11.422,-7.65064,-4.14093,-2.79777,3.73578,-0.391345
1477010458650000,R,2.08024,-11.5256,-7.91427,-4.01759,-2.97157,3.77843,-0.293412,-11.6304,-7.78849,-4.19066,-2.71349,3.71621,-0.39617
1477010458700000,L,3.74985,-11.7103,-8.02018,-4.05439,-2.8504,3.75436,-0.305676,-11.8413,-7.92208,-4.23932,-2.6273,3.6964,-0.400933
1477010458750000,R,2.53657,-11.9072,-8.13807,-4.07737,-2.73969,3.73323,-0.312454,-12.0546,-8.05131,-4.28682,-2.53924,3.67636,-0.405632
1477010458800000,L,1.18162,-12.1254,-8.22784,-4.15705,-2.58146,3.6973,-0.336806,-12.2702,-8.17609,-4.33309,-2.44932,3.65608,-0.410268
1477010458850000,R,2.29302,-12.3473,-8.35322,-4.23525,-2.51046,3.67667,-0.340472,-12.4881,-8.29633,-4.37802,-2.35756,3.63556,-0.414838
1477010458900000,L,2.46477,-12.5542,-8.43305,-4.28564,-2.35932,3.64483,-0.358784,-12.7082,-8.41193,-4.42156,-2.26399,3.61482,-0.419343
1477010458950000,R,2.31866,-12.7642,-8.52189,-4.31541,-2.2192,3.61658,-0.372964,-12.9304,-8.5228,-4.4636,-2.16863,3.59385,-0.423782
1477010459000000,L,3.52306,-13.0378,-8.60543,-4.43829,-2.04581,3.57351,-0.400079,-13.1547,-8.62886,-4.50407,-2.07151,3.57266,-0.428154
1477010459050000,R,2.50556,-13.2818,-8.70408,-4.51291,-1.94748,3.54899,-0.403214,-13.381,-8.73002,-4.54289,-1.97267,3.55126,-0.432459
1477010459100000,L,2.3949,-13.5058,-8.74955,-4.56088,-1.75865,3.50962,-0.426548,-13.6092,-8.82619,-4.57997,-1.87214,3.52963,-0.436695
1477010459150000,R,4.38887,-13.7286,-8.792,-4.58451,-1.55293,3.46819,-0.455494,-13.8392,-8.91729,-4.61524,-1.76997,3.5078,-0.440862
1477010459200000,L,0.596385,-13.9539,-8.89847,-4.60745,-1.5155,3.45937,-0.438968,-14.0709,-9.00324,-4.64861,-1.6662,3.48576,-0.444959
1477010459250000,R,2.66375,-14.198,-8.98851,-4.66542,-1.46816,3.44647,-0.422207,-14.3043,-9.08395,-4.68001,-1.56086,3.46351,-0.448987
1477010459300000,L,0.521285,-14.4201,-9.09576,-4.67346,-1.45252,3.44293,-0.401912,-14.5391,-9.15936,-4.70936,-1.45402,3.44106,-0.452943
1477010459350000,R,0.251373,-14.6506,-9.16577,-4.69408,-1.35307,3.42224,-0.404184,-14.7754,-9.22939,-4.73658,-1.34573,3.41841,-0.456828
1477010459400000,L,2.02048,-14.9306,-9.1631,-4.7841,-1.08777,3.36516,-0.445409,-15.013,-9.29397,-4.76161,-1.23603,3.39557,-0.46064
1477010459450000,R,4.41019,-15.1845,-9.23674,-4.82226,-1.02358,3.35075,-0.434511,-15.2517,-9.35302,-4.78436,-1.125,3.37254,-0.46438
1477010459500000,L,5.17758,-15.4435,-9.34782,-4.85388,-1.04279,3.35321,-0.405349,-15.4916,-9.40649,-4.80476,-1.01269,3.34932,-0.468047
1477010459550000,R,1.90731,-15.6896,-9.37712,-4.86918,-0.871096,3.31862,-0.427967,-15.7324,-9.45431,-4.82275,-0.899159,3.32592,-0.47164
1477010459600000,L,2.07869,-15.9443,-9.45922,-4.89378,-0.849986,3.31356,-0.408461,-15.9741,-9.49642,-4.83827,-0.784484,3.30234,-0.475158
1477010459650000,R,2.2882,-16.1969,-9.46858,-4.91503,-0.662267,3.27553,-0.432502,-16.2164,-9.53277,-4.85124,-0.668734,3.27858,-0.478601
1477010459700000,L,0.549737,-16.4486,-9.46248,-4.93631,-0.474205,3.23736,-0.451251,-16.4594,-9.5633,-4.8616,-0.55198,3.25465,-0.481969
1477010459750000,R,5.27949,-16.6735,-9.45924,-4.91554,-0.302675,3.20309,-0.470148,-16.7027,-9.58797,-4.8693,-0.434301,3.23055,-0.48526
1477010459800000,L,1.42669,-16.9513,-9.44687,-4.9537,-0.120116,3.16584,-0.484144,-16.9464,-9.60673,-4.87427,-0.315773,3.20629,-0.488475
1477010459850000,R,7.84122,-17.201,-9.50596,-4.96834,-0.141833,3.17013,-0.446455,-17.1903,-9.61954,-4.87646,-0.196479,3.18186,-0.491613
1477010459900000,L,0.509638,-17.4596,-9.52352,-4.98173,-0.0559051,3.15281,-0.440278,-17.4342,-9.62636,-4.87583,-0.0765024,3.15728,-0.494673
1477010459950000,R,1.69118,-17.717,-9.51315,-4.98307,0.0963802,3.12225,-0.453883,-17.6781,-9.62717,-4.87232,0.0440703,3.13255,-0.497655
1477010460000000,L,0.212941,-17.9711,-9.48098,-4.98244,0.263718,3.08871,-0.465711,-17.9216,-9.62194,-4.86588,0.165151,3.10767,-0.500558
1477010460050000,R,0.73779,-18.2172,-9.44229,-4.95881,0.450838,3.05093,-0.48824,-18.1648,-9.61064,-4.85648,0.286648,3.08264,-0.503383
1477010460100000,L,2.3742,-18.4284,-9.48181,-4.92007,0.424446,3.05554,-0.458142,-18.4074,-9.59325,-4.84408,0.40847,3.05747,-0.506127
1477010460150000,R,1.68455,-18.666,-9.46686,-4.90993,0.49832,3.04045,-0.445086,-18.6493,-9.56977,-4.82864,0.530522,3.03216,-0.508793
1477010460200000,L,0.269277,-18.9137,-9.45931,-4.90371,0.565708,3.02674,-0.43557,-18.8904,-9.54017,-4.81012,0.652707,3.00672,-0.511377
1477010460250000,R,3.98932,-19.1456,-9.41924,-4.88195,0.675413,3.00412,-0.433216,-19.1305,-9.50447,-4.78851,0.774927,2.98115,-0.513881
1477010460300000,L,2.96189,-19.3874,-9.30476,-4.84676,0.943113,2.94941,-0.469281,-19.3694,-9.46265,-4.76378,0.897083,2.95546,-0.516304
1477010460350000,R,1.17447,-19.6226,-9.22708,-4.79499,1.13971,2.90824,-0.496637,-19.6069,-9.41472,-4.73591,1.01907,2.92964,-0.518645
1477010460400000,L,1.31008,-19.8696,-9.10921,-4.75281,1.378,2.8594,-0.521982,-19.8431,-9.36071,-4.70487,1.1408,2.90371,-0.520904
1477010460450000,R,4.97396,-20.1054,-9.00969,-4.70418,1.55531,2.82228,-0.53313,-20.0775,-9.30061,-4.67066,1.26215,2.87767,-0.523081
1477010460500000,L,15.2613,-20.2975,-9.11901,-4.68567,1.29823,2.87131,-0.456068,-20.3102,-9.23446,-4.63328,1.38303,2.85151,-0.525176
